well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,source,county
SDTEMFP-05,0.003,"1,1,1-Trichloroethane",6/16/2004,UG/L,<,0.003,33.47355556,-117.10675,MUNICIPAL,USGS, Riverside County
SDTEMFP-06,0.003,"1,1,1-Trichloroethane",5/24/2004,UG/L,<,0.003,33.50077778,-117.1561389,MUNICIPAL,USGS, Riverside County
SDTEMFP-07,0.003,"1,1,1-Trichloroethane",6/23/2004,UG/L,<,0.003,33.53836111,-117.2017222,MUNICIPAL,USGS, Riverside County
SDWARN-01,0.003,"1,1,1-Trichloroethane",6/17/2004,UG/L,<,0.003,33.26466667,-116.7117222,MUNICIPAL,USGS,San Diego County
SDWARN-02,0.003,"1,1,1-Trichloroethane",6/17/2004,UG/L,<,0.003,33.28611111,-116.6983611,MUNICIPAL,USGS,San Diego County
SDWARN-03,0.003,"1,1,1-Trichloroethane",6/17/2004,UG/L,<,0.003,33.27575,-116.6964444,MUNICIPAL,USGS,San Diego County
SDWARN-04,0.003,"1,1,1-Trichloroethane",6/24/2004,UG/L,<,0.003,33.2525,-116.7088611,MUNICIPAL,USGS,San Diego County
SDWARN-05,0.003,"1,1,1-Trichloroethane",6/28/2004,UG/L,<,0.003,33.24638889,-116.6514722,MUNICIPAL,USGS,San Diego County
SDWARN-06,0.003,"1,1,1-Trichloroethane",6/29/2004,UG/L,<,0.003,33.25908333,-116.6662222,MUNICIPAL,USGS, San Diego County
SDWARN-07,0.003,"1,1,1-Trichloroethane",7/13/2004,UG/L,<,0.003,33.28308333,-116.6630556,MUNICIPAL,USGS, San Diego County
SDWARN-08,0.003,"1,1,1-Trichloroethane",7/13/2004,UG/L,<,0.003,33.27258333,-116.6420278,MUNICIPAL,USGS, San Diego County
SDWARN-09,0.003,"1,1,1-Trichloroethane",7/13/2004,UG/L,<,0.003,33.32402778,-116.6823056,MUNICIPAL,USGS, San Diego County
SF-01,0.002,"1,1,1-Trichloroethane",6/20/2007,MG/L,<,0.002,37.76575,-122.5075833,MUNICIPAL,USGS, San Francisco City and County
SF-02,0.004,"1,1,1-Trichloroethane",6/20/2007,MG/L,,0.002,37.76788889,-122.4809722,MUNICIPAL,USGS, San Francisco City and County
SF-03,0.002,"1,1,1-Trichloroethane",5/24/2007,MG/L,<,0.002,37.69605556,-122.4846667,MUNICIPAL,USGS, San Mateo County
SF-04,0.004,"1,1,1-Trichloroethane",5/24/2007,MG/L,,0.002,37.69580556,-122.4699167,MUNICIPAL,USGS, San Mateo County
SF-05,0.007,"1,1,1-Trichloroethane",5/23/2007,MG/L,,0.002,37.61727778,-122.4136944,MUNICIPAL,USGS, San Mateo County
SF-06,0.001,"1,1,1-Trichloroethane",5/23/2007,MG/L,=,0.002,37.56055556,-122.3214722,MUNICIPAL,USGS, San Mateo County
SF-07,0.012,"1,1,1-Trichloroethane",5/21/2007,MG/L,,0.002,37.45616667,-122.1933611,MUNICIPAL,USGS, San Mateo County
SF-08,0.006,"1,1,1-Trichloroethane",5/21/2007,MG/L,,0.002,37.46366667,-122.1903333,MUNICIPAL,USGS, San Mateo County
SF-09,0.002,"1,1,1-Trichloroethane",5/3/2007,MG/L,<,0.002,37.37347222,-122.0876667,MUNICIPAL,USGS, Santa Clara County
SF-10,0.002,"1,1,1-Trichloroethane",5/3/2007,MG/L,<,0.002,37.39630556,-122.0677222,MUNICIPAL,USGS, Santa Clara County
SF-11,0.002,"1,1,1-Trichloroethane",5/22/2007,MG/L,<,0.002,37.35502778,-122.0591111,MUNICIPAL,USGS, Santa Clara County
SF-12,0.002,"1,1,1-Trichloroethane",5/22/2007,MG/L,<,0.002,37.33761111,-122.0475556,MUNICIPAL,USGS, Santa Clara County
SF-13,0.002,"1,1,1-Trichloroethane",4/23/2007,MG/L,<,0.002,37.34138889,-122.0234722,MUNICIPAL,USGS, Santa Clara County
SF-14,0.002,"1,1,1-Trichloroethane",4/25/2007,MG/L,<,0.002,37.36316667,-121.9865556,MUNICIPAL,USGS, Santa Clara County
SF-15,0.002,"1,1,1-Trichloroethane",4/26/2007,MG/L,,0.002,37.35572462,-121.9537522,MUNICIPAL,USGS, Santa Clara County
SF-16,0.001,"1,1,1-Trichloroethane",4/30/2007,MG/L,=,0.002,37.3875,-121.9478611,MUNICIPAL,USGS, Santa Clara County
SF-17,0.003,"1,1,1-Trichloroethane",6/5/2007,MG/L,,0.002,37.40327778,-121.9199167,MUNICIPAL,USGS, Santa Clara County
SF-18,0.002,"1,1,1-Trichloroethane",5/2/2007,MG/L,<,0.002,37.40938889,-121.8661111,MUNICIPAL,USGS, Santa Clara County
SF-19,0.004,"1,1,1-Trichloroethane",6/18/2007,MG/L,,0.002,37.26872222,-122.0163056,MUNICIPAL,USGS, Santa Clara County
SF-20,0.002,"1,1,1-Trichloroethane",5/2/2007,MG/L,<,0.002,37.28283333,-121.9615833,MUNICIPAL,USGS, Santa Clara County
SF-21,0.002,"1,1,1-Trichloroethane",5/2/2007,MG/L,<,0.002,37.31011111,-121.9641111,MUNICIPAL,USGS, Santa Clara County
SF-22,0.002,"1,1,1-Trichloroethane",5/3/2007,MG/L,<,0.002,37.30255556,-121.9321389,MUNICIPAL,USGS, Santa Clara County
SF-23,0.002,"1,1,1-Trichloroethane",4/25/2007,MG/L,<,0.002,37.35291667,-121.9373889,MUNICIPAL,USGS, Santa Clara County
SF-24,0.002,"1,1,1-Trichloroethane",4/24/2007,MG/L,<,0.002,37.32760825,-121.8842827,MUNICIPAL,USGS, Santa Clara County
SF-25,0.002,"1,1,1-Trichloroethane",5/1/2007,MG/L,,0.002,37.36966667,-121.86825,MUNICIPAL,USGS, Santa Clara County
SF-26,0.002,"1,1,1-Trichloroethane",5/1/2007,MG/L,<,0.002,37.26152778,-121.8728889,MUNICIPAL,USGS, Santa Clara County
SF-27,0.002,"1,1,1-Trichloroethane",5/1/2007,MG/L,<,0.002,37.28283333,-121.8821389,MUNICIPAL,USGS, Santa Clara County
SF-28,1,"1,1,1-Trichloroethane",4/23/2007,UG/L,=,0.002,37.30041667,-121.8370556,MUNICIPAL,USGS, Santa Clara County
SF-29,0.002,"1,1,1-Trichloroethane",4/23/2007,MG/L,<,0.002,37.25822222,-121.8193889,MUNICIPAL,USGS, Santa Clara County
SF-30,0.002,"1,1,1-Trichloroethane",6/6/2007,MG/L,<,0.002,37.32163889,-121.7531111,MUNICIPAL,USGS, Santa Clara County
SF-31,0.002,"1,1,1-Trichloroethane",4/23/2007,MG/L,<,0.002,37.23272222,-121.7629722,MUNICIPAL,USGS, Santa Clara County
SF-32,0.002,"1,1,1-Trichloroethane",4/24/2007,MG/L,<,0.002,37.22025,-121.7379167,MUNICIPAL,USGS, Santa Clara County
SF-33,0.002,"1,1,1-Trichloroethane",4/30/2007,MG/L,<,0.002,37.16813889,-121.6503333,MUNICIPAL,USGS, Santa Clara County
SF-34,0.036,"1,1,1-Trichloroethane",6/5/2007,MG/L,,0.002,37.55125,-121.9665556,MUNICIPAL,USGS, Alameda County
SF-35,33,"1,1,1-Trichloroethane",6/12/2007,UG/L,,0.002,37.53861111,-122.0205278,MUNICIPAL,USGS, Alameda County
SF-36,0.002,"1,1,1-Trichloroethane",6/4/2007,MG/L,<,0.002,37.56197222,-121.9791944,MUNICIPAL,USGS, Alameda County
SF-37,0.002,"1,1,1-Trichloroethane",6/5/2007,MG/L,<,0.002,37.56561111,-121.9781389,MUNICIPAL,USGS, Alameda County
SF-38,0.006,"1,1,1-Trichloroethane",6/21/2007,MG/L,<,0.002,37.61888889,-122.0973889,MUNICIPAL,USGS, Alameda County
SF-39,0.001,"1,1,1-Trichloroethane",6/19/2007,MG/L,=,0.002,37.64241667,-122.1134167,MUNICIPAL,USGS, Alameda County
SF-40,0.002,"1,1,1-Trichloroethane",6/21/2007,MG/L,<,0.002,37.65680556,-122.0974722,MUNICIPAL,USGS, Alameda County
SF-41,0.004,"1,1,1-Trichloroethane",6/21/2007,MG/L,,0.002,37.66816667,-122.1223889,MUNICIPAL,USGS, Alameda County
SF-42,0.203,"1,1,1-Trichloroethane",6/19/2007,MG/L,,0.002,37.74925,-122.1944167,MUNICIPAL,USGS, Alameda County
SF-43,0.002,"1,1,1-Trichloroethane",6/20/2007,MG/L,=,0.002,37.78919444,-122.2975278,MUNICIPAL,USGS, Alameda County
SFM-A1,23,"1,1,1-Trichloroethane",5/21/2007,UG/L,,0.002,37.71602778,-122.4855556,MUNICIPAL,USGS, San Francisco City and County
SFM-A2,0.037,"1,1,1-Trichloroethane",5/22/2007,MG/L,,0.002,37.71602778,-122.4855556,MUNICIPAL,USGS, San Francisco City and County
SFM-A3,0.092,"1,1,1-Trichloroethane",5/22/2007,MG/L,,0.002,37.71602778,-122.4855556,MUNICIPAL,USGS, San Francisco City and County
SFM-A4,3,"1,1,1-Trichloroethane",5/23/2007,UG/L,,0.002,37.71602778,-122.4855556,MUNICIPAL,USGS, San Francisco City and County
SFM-B1,0.002,"1,1,1-Trichloroethane",5/24/2007,MG/L,<,0.002,37.63191667,-122.397,MUNICIPAL,USGS, San Mateo County
SFM-B2,1310,"1,1,1-Trichloroethane",5/24/2007,UG/L,,0.002,37.63191667,-122.397,MUNICIPAL,USGS, San Mateo County
SFM-C1,0.002,"1,1,1-Trichloroethane",5/8/2007,MG/L,<,0.002,37.33677778,-121.8695556,MUNICIPAL,USGS, Santa Clara County
SFM-C2,0.009,"1,1,1-Trichloroethane",5/9/2007,MG/L,,0.002,37.33677778,-121.8695556,MUNICIPAL,USGS, Santa Clara County
SFM-C3,0.002,"1,1,1-Trichloroethane",5/9/2007,MG/L,=,0.002,37.33677778,-121.8695556,MUNICIPAL,USGS, Santa Clara County
SFM-C4,2,"1,1,1-Trichloroethane",5/10/2007,UG/L,,0.002,37.33672222,-121.8695556,MUNICIPAL,USGS, Santa Clara County
SFM-C5,0.002,"1,1,1-Trichloroethane",5/7/2007,MG/L,<,0.002,37.33677778,-121.8696111,MUNICIPAL,USGS, Santa Clara County
SFM-D1,192,"1,1,1-Trichloroethane",5/15/2007,UG/L,,0.002,37.52608333,-121.9869167,MUNICIPAL,USGS, Alameda County
SFM-D2,0.002,"1,1,1-Trichloroethane",5/15/2007,MG/L,<,0.002,37.52591667,-121.9869167,MUNICIPAL,USGS, Alameda County
SFM-D3,0.002,"1,1,1-Trichloroethane",5/14/2007,MG/L,<,0.002,37.526,-121.9868333,MUNICIPAL,USGS, Alameda County
SFM-D4,5,"1,1,1-Trichloroethane",5/14/2007,UG/L,,0.002,37.526,-121.9868611,MUNICIPAL,USGS, Alameda County
SFM-E1,325,"1,1,1-Trichloroethane",5/17/2007,UG/L,,0.002,37.58261111,-122.0695278,MUNICIPAL,USGS, Alameda County
SFM-E2,3,"1,1,1-Trichloroethane",5/17/2007,UG/L,,0.002,37.5825,-122.0693333,MUNICIPAL,USGS, Alameda County
SFM-E3,0.001,"1,1,1-Trichloroethane",5/16/2007,MG/L,=,0.002,37.58258333,-122.0694722,MUNICIPAL,USGS, Alameda County
SFM-F1,0.002,"1,1,1-Trichloroethane",6/21/2007,MG/L,,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFM-F2,1750,"1,1,1-Trichloroethane",6/19/2007,UG/L,,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFM-F3,357,"1,1,1-Trichloroethane",6/18/2007,UG/L,,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFM-F4,0.002,"1,1,1-Trichloroethane",6/18/2007,MG/L,<,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFM-F5,0.002,"1,1,1-Trichloroethane",6/20/2007,MG/L,<,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFM-F6,0.002,"1,1,1-Trichloroethane",6/20/2007,MG/L,<,0.002,37.66781944,-122.15585,MUNICIPAL,USGS, Alameda County
SFU-01,27,"1,1,1-Trichloroethane",6/13/2007,UG/L,,0.002,37.62386111,-122.4069722,MUNICIPAL,USGS, San Mateo County
SFU-02,0.002,"1,1,1-Trichloroethane",4/30/2007,MG/L,<,0.002,37.35388889,-121.9853611,MUNICIPAL,USGS, Santa Clara County
SFU-03,0.002,"1,1,1-Trichloroethane",4/26/2007,MG/L,<,0.002,37.34847222,-121.9864167,MUNICIPAL,USGS, Santa Clara County
SFU-04,0.002,"1,1,1-Trichloroethane",4/26/2007,MG/L,<,0.002,37.342,-121.992,MUNICIPAL,USGS, Santa Clara County
SFU-05,0.002,"1,1,1-Trichloroethane",4/25/2007,MG/L,<,0.002,37.33402778,-122.00075,MUNICIPAL,USGS, Santa Clara County
SFU-06,0.002,"1,1,1-Trichloroethane",4/26/2007,MG/L,<,0.002,37.36844444,-121.8835833,MUNICIPAL,USGS, Santa Clara County
SFU-07,2,"1,1,1-Trichloroethane",6/14/2007,UG/L,<,0.002,37.34491667,-121.8746667,MUNICIPAL,USGS, Santa Clara County
SFU-09,0.002,"1,1,1-Trichloroethane",6/4/2007,MG/L,<,0.002,37.56241667,-121.9795556,MUNICIPAL,USGS, Alameda County
SFU-10,0.002,"1,1,1-Trichloroethane",6/4/2007,MG/L,<,0.002,37.56161111,-121.9801111,MUNICIPAL,USGS, Alameda County
SFU-11,0.002,"1,1,1-Trichloroethane",6/7/2007,MG/L,<,0.002,37.80613889,-122.1611667,MUNICIPAL,USGS, Alameda County
SFU-12,0.002,"1,1,1-Trichloroethane",6/18/2007,MG/L,<,0.002,37.08477778,-121.7923611,MUNICIPAL,USGS, Santa Clara County
"SIERRA-G-01, SOSA-06",0.002,"1,1,1-Trichloroethane",6/23/2008,MG/L,<,0.002,35.25041667,-118.6267222,MUNICIPAL,USGS, Kern County
"SIERRA-G-02, SOSA-15",2,"1,1,1-Trichloroethane",7/8/2008,UG/L,<,0.002,35.72438889,-118.5520278,MUNICIPAL,USGS, Kern County
SIERRA-G-03,1,"1,1,1-Trichloroethane",7/9/2008,UG/L,=,0.002,35.87933333,-118.6794167,MUNICIPAL,USGS, Tulare County
SIERRA-G-04,2,"1,1,1-Trichloroethane",7/10/2008,UG/L,<,0.002,36.12555556,-118.5336389,MUNICIPAL,USGS, Tulare County
SIERRA-G-05,0.002,"1,1,1-Trichloroethane",7/15/2008,MG/L,<,0.002,36.44197222,-118.9011389,MUNICIPAL,USGS, Tulare County
SIERRA-G-06,0.002,"1,1,1-Trichloroethane",7/21/2008,UG/L,<,0.002,37.46213889,-119.7313333,MUNICIPAL,USGS, Mariposa County
SIERRA-G-07,0.002,"1,1,1-Trichloroethane",7/22/2008,MG/L,<,0.002,37.33286111,-119.5811944,MUNICIPAL,USGS, Madera County
SIERRA-G-08,6,"1,1,1-Trichloroethane",7/23/2008,UG/L,,0.002,37.10505556,-119.3195556,MUNICIPAL,USGS, Fresno County
SIERRA-G-09,0.002,"1,1,1-Trichloroethane",7/24/2008,MG/L,<,0.002,36.69566667,-118.8776389,MUNICIPAL,USGS, Tulare County
SIERRA-G-10,2,"1,1,1-Trichloroethane",7/28/2008,UG/L,<,0.002,38.32636111,-119.7543889,MUNICIPAL,USGS, Tuolumne County
SIERRA-G-11,0.002,"1,1,1-Trichloroethane",7/29/2008,MG/L,<,0.002,38.08802778,-120.1922222,MUNICIPAL,USGS, Tuolumne County
SIERRA-G-12,0.002,"1,1,1-Trichloroethane",8/14/2008,UG/L,<,0.002,37.85677778,-119.9485,MUNICIPAL,USGS, Tuolumne County
SIERRA-G-13,2,"1,1,1-Trichloroethane",8/21/2008,UG/L,<,0.002,38.65730556,-120.6040833,MUNICIPAL,USGS, El Dorado County
SIERRA-G-14,0.002,"1,1,1-Trichloroethane",8/26/2008,UG/L,<,0.002,38.80038889,-120.0961111,MUNICIPAL,USGS, El Dorado County
SIERRA-G-15,0.002,"1,1,1-Trichloroethane",9/8/2008,MG/L,<,0.002,38.88608333,-121.2655833,MUNICIPAL,USGS, Placer County
SIERRA-G-16,0.002,"1,1,1-Trichloroethane",9/22/2008,UG/L,<,0.002,36.58427778,-118.2413333,MUNICIPAL,USGS, Inyo County
SIERRA-G-17,2,"1,1,1-Trichloroethane",9/23/2008,UG/L,<,0.002,37.18258333,-118.5527222,MUNICIPAL,USGS, Inyo County
SIERRA-G-18,0.002,"1,1,1-Trichloroethane",9/24/2008,UG/L,<,0.002,37.45572222,-118.7458611,MUNICIPAL,USGS, Inyo County
SIERRA-GL-01,0.002,"1,1,1-Trichloroethane",6/26/2008,MG/L,<,0.002,35.67722222,-118.4893889,MUNICIPAL,USGS, Kern County
SIERRA-GL-02,0.002,"1,1,1-Trichloroethane",7/30/2008,MG/L,<,0.002,37.97341667,-120.3413611,MUNICIPAL,USGS, Tuolumne County
SIERRA-GL-03,2,"1,1,1-Trichloroethane",8/12/2008,UG/L,<,0.002,37.79505556,-119.3417778,MUNICIPAL,USGS, Mariposa County
SIERRA-GL-04,2,"1,1,1-Trichloroethane",8/20/2008,UG/L,<,0.002,38.95219444,-120.1124444,MUNICIPAL,USGS, El Dorado County
"SIERRA-GL-04, TROCK-02",0.001,"1,1,1-Trichloroethane",8/28/2012,MG/L,<,0.001,38.95219444,-120.1124444,MUNICIPAL,USGS, El Dorado County
SIERRA-GL-05,2,"1,1,1-Trichloroethane",8/25/2008,UG/L,<,0.002,38.92347222,-120.3855833,MUNICIPAL,USGS, El Dorado County
SIERRA-GL-06,0.002,"1,1,1-Trichloroethane",9/16/2008,MG/L,<,0.002,39.62794444,-120.542,MUNICIPAL,USGS, Sierra County
SIERRA-GL-07,2,"1,1,1-Trichloroethane",9/18/2008,UG/L,=,0.002,39.14283333,-121.1464722,MUNICIPAL,USGS, Nevada County
SIERRA-GL-08,2,"1,1,1-Trichloroethane",10/6/2008,UG/L,<,0.002,39.87863889,-121.1669722,MUNICIPAL,USGS, Plumas County
SIERRA-GL-09,2,"1,1,1-Trichloroethane",10/7/2008,UG/L,<,0.002,39.62511111,-121.3751389,MUNICIPAL,USGS, Butte County
SIERRA-GL-10,0.002,"1,1,1-Trichloroethane",10/21/2008,MG/L,<,0.002,39.87408333,-120.4570556,MUNICIPAL,USGS, Plumas County
SIERRA-M-01,0.002,"1,1,1-Trichloroethane",7/30/2008,UG/L,<,0.002,37.93122222,-120.3731944,MUNICIPAL,USGS, Tuolumne County
SIERRA-M-02,30,"1,1,1-Trichloroethane",8/6/2008,UG/L,,0.002,38.47458333,-120.8336111,MUNICIPAL,USGS, Amador County
SIERRA-M-03,2,"1,1,1-Trichloroethane",9/10/2008,UG/L,<,0.002,40.17205556,-120.9354444,MUNICIPAL,USGS, Plumas County
SIERRA-M-04,0.002,"1,1,1-Trichloroethane",9/17/2008,MG/L,<,0.002,39.69641667,-120.6669722,MUNICIPAL,USGS, Plumas County
SIERRA-M-05,2,"1,1,1-Trichloroethane",10/8/2008,UG/L,<,0.002,39.27647222,-120.9327222,MUNICIPAL,USGS, Nevada County
SIERRA-M-06,0.002,"1,1,1-Trichloroethane",10/8/2008,UG/L,<,0.002,39.51763889,-121.1966111,MUNICIPAL,USGS, Yuba County
SIERRA-ML-01,3,"1,1,1-Trichloroethane",6/24/2008,UG/L,,0.002,35.10022222,-118.3090278,MUNICIPAL,USGS, Kern County
"SIERRA-ML-02, SOSA-20",0.002,"1,1,1-Trichloroethane",6/25/2008,MG/L,<,0.002,35.58808333,-118.4676111,MUNICIPAL,USGS, Kern County
SIERRA-ML-03,3,"1,1,1-Trichloroethane",7/8/2008,UG/L,,0.002,35.72480556,-118.6801389,MUNICIPAL,USGS, Kern County
SIERRA-ML-04,1,"1,1,1-Trichloroethane",7/9/2008,UG/L,=,0.002,35.92772222,-118.4929722,MUNICIPAL,USGS, Tulare County
SIERRA-ML-05,2,"1,1,1-Trichloroethane",7/14/2008,UG/L,<,0.002,36.70088889,-119.0100556,MUNICIPAL,USGS, Fresno County
SIERRA-ML-06,1,"1,1,1-Trichloroethane",7/15/2008,UG/L,=,0.002,36.4285,-118.9056389,MUNICIPAL,USGS, Tulare County
SIERRA-ML-07,2,"1,1,1-Trichloroethane",7/16/2008,UG/L,<,0.002,36.14213889,-118.6269722,MUNICIPAL,USGS, Tulare County
SIERRA-ML-08,0.001,"1,1,1-Trichloroethane",7/21/2008,MG/L,=,0.002,37.61238889,-120.1271944,MUNICIPAL,USGS, Mariposa County
SIERRA-ML-09,2,"1,1,1-Trichloroethane",7/22/2008,UG/L,<,0.002,37.27361111,-119.6201944,MUNICIPAL,USGS, Madera County
SIERRA-ML-10,0.002,"1,1,1-Trichloroethane",8/5/2008,MG/L,<,0.002,38.04438889,-120.5219444,MUNICIPAL,USGS, Calaveras County
SIERRA-ML-11,0.002,"1,1,1-Trichloroethane",8/7/2008,MG/L,<,0.002,36.44927778,-118.6070833,MUNICIPAL,USGS, Tulare County
SIERRA-ML-12,2,"1,1,1-Trichloroethane",8/13/2008,UG/L,,0.002,37.81811111,-120.0586667,MUNICIPAL,USGS, Tuolumne County
SIERRA-ML-13,10,"1,1,1-Trichloroethane",8/18/2008,UG/L,,0.002,38.44355556,-120.6315833,MUNICIPAL,USGS, Amador County
SIERRA-ML-14,2,"1,1,1-Trichloroethane",8/25/2008,UG/L,<,0.002,38.88163889,-120.0774722,MUNICIPAL,USGS, El Dorado County
SIERRA-ML-15,1,"1,1,1-Trichloroethane",9/9/2008,UG/L,=,0.002,39.9395,-120.9596667,MUNICIPAL,USGS, Plumas County
SIERRA-ML-16,1,"1,1,1-Trichloroethane",9/25/2008,UG/L,=,0.002,37.68188889,-119.08675,MUNICIPAL,USGS, Madera County
SIERRA-ML-17,3,"1,1,1-Trichloroethane",10/15/2008,UG/L,,0.002,38.35763889,-120.8269167,MUNICIPAL,USGS, Amador County
SIERRA-ML-18,0.002,"1,1,1-Trichloroethane",10/22/2008,MG/L,<,0.002,39.01208333,-120.9935556,MUNICIPAL,USGS, Placer County
"SIERRA-S-01, SOSA-31",0.002,"1,1,1-Trichloroethane",6/25/2008,UG/L,<,0.002,35.66591667,-118.292,MUNICIPAL,USGS, Kern County
SIERRA-S-02,1,"1,1,1-Trichloroethane",8/19/2008,UG/L,=,0.002,38.86047222,-120.0225278,MUNICIPAL,USGS, El Dorado County
"SIERRA-S-02, TTAHOU-01",1,"1,1,1-Trichloroethane",8/30/2012,UG/L,<,0.001,38.86047222,-120.0225278,MUNICIPAL,USGS, El Dorado County
SIERRA-S-03,0.002,"1,1,1-Trichloroethane",10/20/2008,UG/L,<,0.002,39.80675,-120.5019722,MUNICIPAL,USGS, Plumas County
"SIERRA-SL-01, SOSA-32",0.002,"1,1,1-Trichloroethane",6/24/2008,MG/L,<,0.002,35.10861111,-118.4498333,MUNICIPAL,USGS, Kern County
SIERRA-SL-02,0.002,"1,1,1-Trichloroethane",7/7/2008,MG/L,<,0.002,35.74411111,-118.4224722,MUNICIPAL,USGS, Kern County
SIERRA-SL-03,7,"1,1,1-Trichloroethane",7/16/2008,UG/L,,0.002,36.10041667,-118.8509722,MUNICIPAL,USGS, Tulare County
SIERRA-SL-04,0.002,"1,1,1-Trichloroethane",7/17/2008,MG/L,<,0.002,35.44308333,-118.8751389,MUNICIPAL,USGS, Kern County
SIERRA-SL-05,2,"1,1,1-Trichloroethane",7/28/2008,UG/L,<,0.002,38.34125,-119.83775,MUNICIPAL,USGS, Tuolumne County
SIERRA-SL-06,2,"1,1,1-Trichloroethane",8/4/2008,UG/L,<,0.002,38.76666667,-119.8085556,MUNICIPAL,USGS, Alpine County
SIERRA-SL-07,0.002,"1,1,1-Trichloroethane",8/13/2008,MG/L,<,0.002,37.74187002,-119.5965541,MUNICIPAL,USGS, Mariposa County
SIERRA-SL-08,2,"1,1,1-Trichloroethane",9/10/2008,UG/L,<,0.002,40.07513889,-120.8418056,MUNICIPAL,USGS, Plumas County
SIERRA-SL-09,2,"1,1,1-Trichloroethane",9/16/2008,UG/L,<,0.002,39.56197222,-120.3716944,MUNICIPAL,USGS, Sierra County
SIERRA-SL-10,2,"1,1,1-Trichloroethane",9/22/2008,UG/L,<,0.002,36.45022222,-118.1592778,MUNICIPAL,USGS, Inyo County
SIERRA-SL-11,0.002,"1,1,1-Trichloroethane",9/23/2008,MG/L,<,0.002,37.3235,-118.5004444,MUNICIPAL,USGS, Inyo County
SIERRA-SL-12,4,"1,1,1-Trichloroethane",10/6/2008,UG/L,,0.002,39.74002778,-121.6787778,MUNICIPAL,USGS, Butte County
SIERRA-SL-13,0.002,"1,1,1-Trichloroethane",10/16/2008,MG/L,<,0.002,37.02766667,-118.9976667,MUNICIPAL,USGS, Fresno County
SIERRA-V-01,2,"1,1,1-Trichloroethane",8/27/2008,UG/L,<,0.002,39.17897222,-120.2103333,MUNICIPAL,USGS, Placer County
"SIERRA-V-01, TROCK-05",0.001,"1,1,1-Trichloroethane",8/28/2012,MG/L,<,0.001,39.17897222,-120.2103333,MUNICIPAL,USGS, Placer County
SIERRA-V-02,0.002,"1,1,1-Trichloroethane",10/7/2008,UG/L,<,0.002,39.81519444,-121.5976389,MUNICIPAL,USGS, Butte County
SIERRA-V-03,3,"1,1,1-Trichloroethane",10/21/2008,UG/L,,0.002,37.63233333,-119.0848056,MUNICIPAL,USGS, Madera County
SIERRA-VL-01,5,"1,1,1-Trichloroethane",7/7/2008,UG/L,,0.002,35.31169444,-118.4110833,MUNICIPAL,USGS, Kern County
SIERRA-VL-02,0.002,"1,1,1-Trichloroethane",7/31/2008,MG/L,<,0.002,38.1475,-120.0730833,MUNICIPAL,USGS, Tuolumne County
SIERRA-VL-03,2,"1,1,1-Trichloroethane",8/4/2008,UG/L,,0.002,38.69186111,-119.8022222,MUNICIPAL,USGS, Alpine County
SIERRA-VL-04,0.002,"1,1,1-Trichloroethane",8/14/2008,MG/L,<,0.002,37.84511111,-120.1415833,MUNICIPAL,USGS, Tuolumne County
SIERRA-VL-05,2,"1,1,1-Trichloroethane",8/18/2008,UG/L,<,0.002,38.581,-120.5770833,MUNICIPAL,USGS, El Dorado County
SIERRA-VL-06,12,"1,1,1-Trichloroethane",8/27/2008,UG/L,,0.002,39.36769444,-120.0802222,MUNICIPAL,USGS, Nevada County
SIERRA-VL-07,2,"1,1,1-Trichloroethane",8/28/2008,UG/L,=,0.002,39.32261111,-120.6145833,MUNICIPAL,USGS, Nevada County
SIERRA-VL-08,2,"1,1,1-Trichloroethane",9/11/2008,UG/L,<,0.002,40.41583333,-120.7093611,MUNICIPAL,USGS, Lassen County
SIERRA-VL-09,2,"1,1,1-Trichloroethane",9/15/2008,UG/L,<,0.002,39.82738889,-120.5609444,MUNICIPAL,USGS, Plumas County
SIERRA-VL-10,2,"1,1,1-Trichloroethane",10/9/2008,UG/L,<,0.002,39.31575,-120.7909444,MUNICIPAL,USGS, Nevada County
SIERRA-VL-11,0.002,"1,1,1-Trichloroethane",10/15/2008,MG/L,<,0.002,38.03936111,-120.19925,MUNICIPAL,USGS, Tuolumne County
SIERRA-VL-12,1,"1,1,1-Trichloroethane",10/22/2008,UG/L,=,0.002,39.05630556,-120.73125,MUNICIPAL,USGS, Placer County
SIERRA-XL-01,0.002,Aluminum,9/25/2008,MG/L,<,0.002,37.62758333,-119.0858889,MUNICIPAL,USGS, Madera County
SOL-01,167,"1,1,1-Trichloroethane",3/16/2005,UG/L,,0.002,38.15972222,-121.7044444,MUNICIPAL,USGS, Solano County
SOL-02,0.003,"1,1,1-Trichloroethane",3/17/2005,UG/L,<,0.003,38.44972222,-121.8336111,MUNICIPAL,USGS, Solano County
SOL-03,1,"1,1,1-Trichloroethane",3/23/2005,UG/L,=,0.002,38.35669444,-121.94975,MUNICIPAL,USGS, Solano County
SOL-04,0.003,"1,1,1-Trichloroethane",3/23/2005,UG/L,<,0.003,38.11297378,-121.6949546,MUNICIPAL,USGS, Sacramento County
